"priority","category","country_code","id","name","religion","denomination","address","amenity","building","lat","lng","tags_raw"
3,"missing_core_tags","NZ","w400909817","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w403542494","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w426234038","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w428341725","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w430125733","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w430467919","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w430739004","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w434949319","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w436478327","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w437683219","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w439826876","Unnamed Place of Worship","unknown","","129, Latham Street, Marewa","","","NA","NA","{""addr:housenumber"":""129"",""addr:street"":""Latham Street"",""addr:suburb"":""Marewa"",""landuse"":""religious"",""ref:linz:address_id"":""629086""}"
3,"missing_core_tags","NZ","w439826877","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w440105751","Unnamed Place of Worship","unknown","","110, Charles Street, Westshore","","","NA","NA","{""addr:housenumber"":""110"",""addr:street"":""Charles Street"",""addr:suburb"":""Westshore"",""landuse"":""religious"",""ref:linz:address_id"":""621164""}"
3,"missing_core_tags","NZ","w442997632","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w444097404","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w44706398","Unnamed Place of Worship","christian","lutheran","","","","NA","NA","{""denomination"":""lutheran"",""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w451791356","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w459485358","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w466054041","Unnamed Place of Worship","christian","anglican","","","","NA","NA","{""denomination"":""anglican"",""landuse"":""cemetery"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w474487044","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w47653440","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w483335696","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w483569944","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w487893221","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w488155583","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w488155584","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w48880144","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w489500462","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w491870572","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w491870597","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w491870598","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w491887683","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w492902038","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w493570199","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w493775890","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w494033313","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w494543965","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w494559299","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w494559309","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w494560036","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w494573858","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w495298674","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w495298689","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w495298690","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w495978762","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w497037919","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w498400959","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w50336844","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w518024793","Unnamed Place of Worship","christian","anglican","","","","NA","NA","{""denomination"":""anglican"",""landuse"":""religious"",""operator"":""St Stephen's Anglican Church"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w520455162","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w520492084","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w523949659","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w524517981","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w530480437","Unnamed Place of Worship","christian","catholic","","","","NA","NA","{""denomination"":""catholic"",""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w546993586","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w546996475","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w546998911","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w547002110","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w547010340","Unnamed Place of Worship","christian","roman_catholic","","","","NA","NA","{""denomination"":""roman_catholic"",""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w547011541","Unnamed Place of Worship","christian","roman_catholic","","","","NA","NA","{""denomination"":""roman_catholic"",""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w547011542","Unnamed Place of Worship","christian","anglican","","","","NA","NA","{""denomination"":""anglican"",""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w554765915","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w589814675","Unnamed Place of Worship","christian","anglican","","","","NA","NA","{""denomination"":""anglican"",""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w593265749","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w597585283","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w618727006","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w659020444","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w690860476","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w690860477","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w690860485","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w693471845","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w693633207","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w693672641","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w710602298","Unnamed Place of Worship","unknown","","10R, Iona Place, Wiri, Auckland","","","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""10R"",""addr:street"":""Iona Place"",""addr:suburb"":""Wiri"",""landuse"":""religious"",""ref:linz:address_id"":""3091556""}"
3,"missing_core_tags","NZ","w712631018","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w714977530","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w715222752","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w717031035","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w718256560","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w718781610","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w718781611","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w726550121","Unnamed Place of Worship","jewish","","","","","NA","NA","{""landuse"":""religious"",""religion"":""jewish""}"
3,"missing_core_tags","NZ","w730068537","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w730424492","Unnamed Place of Worship","christian","greek_orthodox","","","","NA","NA","{""denomination"":""greek_orthodox"",""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w730428498","Unnamed Place of Worship","christian","reformed","","","","NA","NA","{""denomination"":""reformed"",""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w730428611","Unnamed Place of Worship","christian","roman_catholic","","","","NA","NA","{""denomination"":""roman_catholic"",""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w731008448","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w737186524","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w737757432","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w737764891","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w738092525","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w738960574","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w738960577","Unnamed Place of Worship","christian","brethren","","","","NA","NA","{""denomination"":""brethren"",""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w738970927","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w738997482","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w739000995","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w739486241","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w740568078","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w743701325","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w743701327","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w744501600","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w745461849","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w746517543","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w746925212","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w747285368","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w747427980","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w747462982","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w747603934","Unnamed Place of Worship","christian","baptist","","","","NA","NA","{""denomination"":""baptist"",""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w747951148","Unnamed Place of Worship","christian","baptist","","","","NA","NA","{""denomination"":""baptist"",""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w749798343","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w751207513","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w759308261","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w761849055","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w761850250","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w761852621","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w761852917","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w762161581","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w764331464","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w765139126","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w765606303","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w765620926","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w766369539","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w769201021","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w769220754","Unnamed Place of Worship","christian","","","","","NA","NA","{""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w769855419","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w769867256","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w769867268","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w770173510","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w770228725","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w770228726","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w770228730","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w770228731","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w770780386","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w773077980","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w774903322","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w774940909","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w775665658","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w780860315","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w781271741","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w785441386","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w787357115","Unnamed Place of Worship","christian","anglican","","","","NA","NA","{""denomination"":""anglican"",""landuse"":""religious"",""religion"":""christian"",""source:geometry"":""LINZ""}"
3,"missing_core_tags","NZ","w790617863","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w790617865","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w790625831","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w790662028","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w791897697","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w793168251","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w795492500","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w798277249","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w804481237","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w805132341","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w805627455","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w808613888","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w808751730","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w809399479","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w812728247","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w812734783","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w814022538","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w814798948","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w815551142","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w815798260","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w815799520","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w817415829","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w817429382","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w817432223","Unnamed Place of Worship","christian","anglican","","","","NA","NA","{""denomination"":""anglican"",""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w817983246","Unnamed Place of Worship","buddhist","","","","","NA","NA","{""landuse"":""religious"",""religion"":""buddhist""}"
3,"missing_core_tags","NZ","w817985073","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w817985090","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w818024322","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w820117786","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w820895068","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w822806222","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w822806223","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w822811289","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w822811399","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w822811402","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w822839604","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w822841230","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w822863201","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w824104582","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w824105953","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w824109738","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w825312798","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w825338615","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w825531021","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w826103900","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w826870272","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w826870273","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w828102289","Unnamed Place of Worship","christian","","","","","NA","NA","{""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w828316759","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w829053379","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w829059241","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w833047130","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w835647704","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w836241672","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w836293164","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w836293168","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w836293169","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w836296123","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w837659995","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w837659997","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w837661474","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w837661475","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w838176813","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w838392283","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w838392286","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w839145549","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w839156902","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w839224215","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w839224216","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w839224217","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w839224224","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w839542665","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w839544357","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w839544359","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w839544362","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w839547032","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w839547036","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w839776416","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w839776417","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
